"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YBL097W",17.5095982910928,-0.654862969803751,0.440573852980499,-1.48638636944426,0.13717695309374,0.278796187658573
"YBL098W",27.6962803665307,0.291649351430981,0.353484617576089,0.825069428567715,0.40933217492692,0.594137486435367
"YBL099W",621.121691743356,-0.00640001126759285,0.0735285086668984,-0.0870412222908861,0.930638745777224,0.960796757228848
"YBL100W-A",1.82818037501527,-2.1883445892893,3.86203649436493,-0.566629702355818,0.570965790599636,NA
"YBL100W-B",27.4866319643288,-0.63742494439622,0.38866611227336,-1.64003221342822,0.100998469238566,0.221779738431882
"YBL100W-C",0.109391348649571,-0.222057248710957,4.0804728567969,-0.0544194892366635,0.956600951695874,NA
"YBL101C",196.719625002259,-1.0392194925426,0.12922453779655,-8.0419671856652,8.84075691801587e-16,1.00014122670895e-10
"YBL102W",121.103106432047,0.203068903487616,0.169618126654655,1.19721227614468,0.231223826172308,0.404552018649688
"YBL103C",82.8638089076549,-0.220431866847397,0.203568873589971,-1.08283679601918,0.278880869902506,0.459558511315731
"YBL104C",53.55059163748,-0.177947127211025,0.252060612604822,-0.705969589505079,0.480207049310056,0.656776025096217
"YBL105C",212.200851060407,-0.102785518434495,0.12424640834486,-0.827271546950497,0.408083167041976,0.592782323374009
"YBL106C",45.7593697084675,-0.384117390420145,0.26347995327203,-1.45786191947424,0.14487860684039,0.290091986170051
"YBL107C",49.2777538585078,0.172426043720199,0.267247676909096,0.645191927257983,0.518802816992154,0.688683871337937
"YBL108C-A",2.00648510944691,2.71310959711217,1.5649665856429,1.73365337126199,0.0829796045914073,NA
"YBL111C",2.82817698090414,-2.92546246142986,2.72466944927957,-1.07369444840488,0.282959650378765,NA
"YBL112C",95.3125715310867,-0.0562373342384862,0.185976533876298,-0.302389409385876,0.762355227182166,0.860366711415673
"YBL113C",202.932298534765,0.262647389064952,0.141870481328815,1.85131809383385,0.0641238045513603,0.158385516466676
"YBR001C",118.156898453442,0.195452334379396,0.173892378048346,1.12398448151106,0.261019609412188,0.440553600062684
"YBR002C",59.9337092283448,-0.428188320674557,0.230038962924312,-1.86137302668784,0.0626915169646609,0.155881019799297
"YBR003W",113.427435933066,0.145654190250893,0.175176538087377,0.831470879840323,0.405707672152928,0.590536893260478
"YBR004C",62.144508703881,0.62757597103087,0.237818507179327,2.63888617616141,0.00831789034759917,0.0311451419792243
"YBR005W",146.099688509249,-0.556812681937614,0.147218239414689,-3.78222619799961,0.000155432019872785,0.000947547300067715
"YBR006W",86.411402517831,0.406745274786855,0.205998443228178,1.97450654681073,0.0483241737608333,0.126626401511403
"YBR007C",63.6998462853636,0.855456407587326,0.239316770974271,3.57457776195425,0.000350793546106546,0.00198275371223354
"YBR008C",53.2555821658524,0.655627665116851,0.253343304403978,2.58790208274616,0.00965624253259087,0.035243722845165
"YBR009C",667.313768027147,0.342222056490536,0.0727079961845913,4.7068008258913,2.51634545746698e-06,2.05275978956717e-05
"YBR010W",606.612769811097,0.929304539237246,0.0808481403683624,11.4944454504844,1.406815736429e-30,1e-10
"YBR011C",1428.01079920283,0.269987214864042,0.0499286593833465,5.40745972751062,6.39249104212029e-08,6.22677840872475e-07
"YBR012W-A",7.76678575411956,5.81963998650132,3.91052458709315,1.48819930852993,NA,NA
"YBR012W-B",35.5700165058327,-1.91422380958902,0.376706126124015,-5.08147778026536,3.74509826520823e-07,3.36829922129333e-06
"YBR013C",9.49789131413903,0.948546212634917,0.635180358472579,1.49334940853003,0.135345748538305,0.275827494139574
"YBR014C",72.8433142110701,1.03164528656108,0.229507313273978,4.49504319424251,6.95558263971725e-06,5.27895084863601e-05
"YBR015C",263.97049003935,-0.159191606099388,0.114692064236226,-1.38799146357248,0.165139644525155,0.318693516690469
"YBR016W",243.183722461694,-0.160329344489732,0.114446953883869,-1.40090530196567,0.161242393091412,0.312670514076091
"YBR017C",131.699219708176,-0.516197922836125,0.158191798908957,-3.26311431057946,0.00110195062667884,0.0055283805126708
"YBR018C",11.6056985945602,0.671065042137238,0.580823854946334,1.15536756354341,0.247939938959212,0.425223028016969
"YBR019C",17.368663069803,1.01890302182403,0.476931734126509,2.13637078205779,0.0326492036345663,0.0944147997386254
"YBR020W",20.2797517584333,0.331438015047159,0.414303886079724,0.799987705119861,0.423717920647663,0.607796518412698
"YBR021W",26.5077734695015,-0.210284059578569,0.361332848969753,-0.581967734674938,0.560588414251702,0.719917574221008
"YBR022W",27.467502637891,-0.25848313829344,0.347068019843319,-0.74476218929687,0.456415496341624,0.635625993564904
"YBR023C",215.406709018135,0.466023272161416,0.12902762818533,3.61180995663997,0.000304067369138082,0.00173898173749457
"YBR024W",40.1147808865866,0.270286376068079,0.291252464762356,0.928014038571709,0.353400287522657,0.539475966894874
"YBR025C",645.236078077303,-0.565431663623219,0.0716970796124932,-7.8863974192429,3.11035002021108e-15,1.0004831753103e-10
"YBR026C",110.5008805562,-0.00379225132030107,0.172507615031012,-0.0219830951788379,0.982461440373268,0.989126952834308
"YBR028C",57.4284042710585,-0.396999338255386,0.239431748409344,-1.65808979340809,0.0972993436990744,0.215333987195401
"YBR029C",111.628736722575,0.000401681741118653,0.175798436192093,0.00228489939853469,0.998176915633238,0.998708237725235
"YBR030W",39.9951839629211,-0.534668759842838,0.296660444739748,-1.8022920457491,0.0714994693393062,0.172892584835998
"YBR031W",3298.17938794682,-0.831937385997652,0.0333157356578167,-24.971304687443,1.25359175841114e-137,1e-10
"YBR033W",36.4560226413383,0.523578646894791,0.307333001193006,1.7036199980554,0.0884521029258594,0.201446449372585
